userName;score;at;content;label
Sasa Amira;3;11/07/2023 22.00;to the developers of the Threads feature, please add a way to delete the account permanently and fix the missing features, thank you;netral
Ahmad Auva;3;11/07/2023 19.08;Jika threads bisa menjadi twitter sebelum era elon musk, mungkin threads bisa melambung;netral
The XNiPERIANZ;5;11/07/2023 18.41;▶︎ •၊၊||၊|။||||။၊|။|||။|||။၊|။| 0:15 nice jgn lp fb 😁;positif
Sucipto;5;11/07/2023 17.56;Mohon sertai translator untuk bisa mengerti bahsa dari rekan di negara lainnya;positif
Anggi Citra lestari;1;11/07/2023 17.54;knp saya ga bisa login?pdhl jaringan saya bagus;negatif
Mochamad Arifal;5;11/07/2023 17.43;Pertama kali mencoba;positif
Asna Liza;3;11/07/2023 17.36;Baru aja mau download;netral
Ahmadselo Abadi;5;11/07/2023 17.36;Halo adik2;positif
Fajar Rizki F;5;11/07/2023 17.29;Halo min cara mengembalikan lencana ke gimana ya? Saya tidak sengaja menyembunyikan nya;positif
Nadia Parsya;4;11/07/2023 16.53;So far so good! But it's better if there is a dark theme. Is there any? Sorry if so! And even better if Threads can have more than one account. That's all from me. Hope you guys will consider it. Thank You <3;positif
Riko Enda;1;11/07/2023 16.47;Cacat...gagal di instal sdh berulang kali;negatif
Khaeruddin Hafid;5;11/07/2023 16.43;Tweet itu basi semoga admin dengar gua move on tweet semoga thread kasih saya cuan 😂🤣😂🤣 karna gua udah berhianat ke ke tweet 🤣😂🐢🔨🌃;positif
Ebit Eko Bachtiar;1;11/07/2023 16.23;Lencana gak bisa ditampilkan kembali di Instagram setelah tidak sengaja menghapusnya. Tolong berikan fitur pemgembalian lencana di Instagram.;negatif
Cb Tri Sulistyanto;2;11/07/2023 16.20;nyobq dulu;negatif
Irfan Amirul Jaiz;1;11/07/2023 16.08;Please add translations in posts such as Facebook or Instagram, so that it is easy to understand Fabrizio Romano's thread;negatif
Andik Hindarto;4;11/07/2023 16.07;Oke je;positif
HIJRI Syakiroh;1;11/07/2023 15.53;Bikin leg apk ini;negatif
Yaya Restia;2;11/07/2023 15.47;kenapa sih mau upload foto di thereads ga bisa malah kembali aku kasi b2 dulu deh ananti klo udh bisa baru;negatif
Mun IP;1;11/07/2023 15.43;Tak seramah twitter;negatif
Red Is Sus;5;11/07/2023 15.37;🗿;positif
Mas Rasyid12;5;11/07/2023 15.29;aplikasi yang sangat keren;positif
Nova Kurniawan;1;11/07/2023 15.10;tolong banned panji;negatif
Louisa gress simorangkir;5;11/07/2023 14.34;Hahah karna aku suka kpop makanya download ini;positif
Yusuf Maulana;2;11/07/2023 14.21;Knp jika mnghapus akun threads akun instagram juga ikut terhapus akun ??;negatif
Salwa Handini;3;11/07/2023 14.11;suka tiba tiba keluar sendiri kalo mau posting foto 😔😔😔;netral
Dhony W;2;11/07/2023 13.32;Kenapa nomor threads saya nggak muncul di profil ig saya, hanya lambang threads saja tidak ada nomornya;negatif
Claudian Agustina;1;11/07/2023 13.23;Buruk banget, punyaku error gajelaa;negatif
idc dude;5;11/07/2023 13.22;mantulll;positif
Sandaran Digital;1;11/07/2023 13.17;Memang sudah tak terawat dan bebas dari jeratan hukum di berbagai tempat deui rebranding di dunia ini yang mana itu adalah engkau lebih baik kak bisa di download di sini adalah engkau;negatif
Nurul Hesti;2;11/07/2023 13.17;Kenapa saat saya membuat threads hanya menampilkan logo threads saja di bawah nama akun, tidak ada angkanya.;negatif
Fillbert Liestiawan;3;11/07/2023 13.15;Bagus, cuma klo ada bahasa asing tidak bisa diterjemahkan. Tolong tambahkan fitur terjemahan nya! Terima kasih;netral
Bernad Bernad;1;11/07/2023 13.05;Bad 👎 I like elon;negatif
Nawfal Hanif;1;11/07/2023 13.04;Aku ngak mau download threads nanti instagram aku kena blokir jadi nyesal gara gara aplikasi threads ini buat meresahkan 🥺😭👎;negatif
Ama;1;11/07/2023 13.00;Bagaimana cara menghapus akun threads tanpa menghapus akun instagram?? Aplikasi ini mengambil banyak bgt data pribadi saya. Saya gak terima;negatif
Ganjar Restu Prayogo;1;11/07/2023 12.50;Uploud foto size besar langsung mental hha;negatif
Rowandhy Saleh;3;11/07/2023 12.32;More Fiture, like translate and more, make it different than the other side, i will close that one.;netral
Risa Fardhillah;2;11/07/2023 12.18;"threads whats wrong? aku tidak merasa mengganti sandi ig ku, aku aman-aman aja masuk ke igk. tapi kenapa pas aku buka threads tidak bisa? dan bilang kalau ""pengguna akun telah mengganti sandi"" kalo gini mah maaf-maaf aja mau uninstall ajaa";negatif
YULY AYU.;5;11/07/2023 12.15;kereen app new ini ..bisa belajar dan tahu informasi ter trending ..,😃;positif
Adi;1;11/07/2023 12.07;I dont know why instagram suspend my account, because I dont post adult content, pornography, or other bad thing content. My instagram sunspend too because this problem. Honestly, i used account with not my real name cause i thing its fine to have account like that. I hope we can enjoyed join with anon account like twitter cause it is a goodside for share about blablabla or just trashtalkin about my life. I realy enjoyed and a lot followers, so I hope it can help for.;negatif
Alfan Alfian;1;11/07/2023 12.05;Ga ada bedanya sm ig, bahkan bagusan ig;negatif
Dharmantara Elite;1;11/07/2023 12.02;macet macet jadi hp ku pasrah aplikasi;negatif
Telur Gulung;2;11/07/2023 11.54;"Masih banyak bug, ketika buka aplikasi malah jadi error ketika discroll/ pencet icon gambar bertumpuk""";negatif
lutfi ardiyanto;1;11/07/2023 11.52;Pertama kali log in langsung mengalami bug , tulisan tulisan tidak jelas , tampilan seperti layar handphone rusak , tolong cepat diperbaiki;negatif
Ecky Rhez17;2;11/07/2023 11.51;Awalnya bisa post ke beranda instagram kenapa setelah sela waktu 1 hari tidak bisa?;negatif
DUAO Tiktok;1;11/07/2023 11.51;babi main hack aja;negatif
Dika Dwija;4;11/07/2023 11.43;Penak Twitter....;positif
Kuin Kuin;1;11/07/2023 11.40;Yuhuu baru instal, baru coba, langsung nge bug. Mau bikin postingan dg menambahkan foto, eh langsung keluar aplikasi. D perbaiki lagi yaaaa;negatif
Anggun Kartika;1;11/07/2023 11.33;Di buka malah glitch layarnya 🙃;negatif
Riantomen Bocel;5;11/07/2023 11.30;Coba dulu.....semoga FYP account media sosialnya Dan semoga bisa buat promosi Konten + Ngonten;positif
Revita sari;4;11/07/2023 11.24;Em aplikasinya agak bug waktu mau post foto dan saya download aplikasinya hanya karena jaemin dan haechan semoga aplikasinya diperbaiki dengan benar ya;positif
M Gibran Hasbih;2;11/07/2023 11.12;rusak threads gu gbisa dmaenin gjelas;negatif
Tubis Oldes;4;11/07/2023 10.40;please give threads a translation feature!!!!!!;positif
Adelia;1;11/07/2023 10.40;lag gbs di scroll samsek;negatif
Deciwelahk Aja;3;11/07/2023 10.17;Pesat banget udah 50 juta pengunduh;netral
mama fifi;5;11/07/2023 10.10;Baguss banget;positif
Arif Rahman;3;11/07/2023 09.49;refresh timeline masih terlalu lama delay nya;netral
Septyani Fatmaraga;5;11/07/2023 09.46;Ok;positif
M.IKHSAN BAHA UDHIN;1;11/07/2023 09.23;Mark masih turu;negatif
khusus game;3;11/07/2023 09.17;Tampilan nya rusak, gabisa dilihat. Tolong dibenerin!;netral
Abui Len;3;11/07/2023 09.12;Aplikasinya sudah bagus cuma ada yang kurang saran saya sih berikan beberapa fitur yang lain seperti translate, dan untuk menyimpan gambar ataupun vidio yang paling penting sih translate nya aja min. -salah satu pengguna treads :);netral
Putri Rahmadhani;5;11/07/2023 08.40;Bagus bngt;positif
wahyudi;5;11/07/2023 08.21;Nice aplikasi;positif
Pisang Ijo;1;11/07/2023 08.21;Aplikasi nya sudah bagus, cuma disini tidak ada pinjaman tunainya.;negatif
Aldi Kurnia Andika;5;11/07/2023 08.16;masih kurang fitur, semoga ke depannya jadi lebih baik;positif
Louisa Aruny Badidi (runy);4;11/07/2023 08.16;no language translate;positif
Reni Fitria;1;11/07/2023 08.05;masa hpus akun thread akun ig nya kehapus juga.;negatif
Caesaar;5;11/07/2023 08.04;Aku instal apk ini tgl 11 Juli 2023;positif
JeoKy Ko;3;11/07/2023 07.55;Udah bagus, tolong tambah kan vitur terjemahan;netral
Nurma Abrisam;4;11/07/2023 07.43;Gak ngrti ..kyk twiteer .trs TK efek kyk GK ada y .GK phm sya;positif
Jojo Joestar;5;11/07/2023 07.36;Please update selanjutnya ditambah fitur bisa menghasilkan uang seperti apk sebelah .;positif
007_Ade Faiz Kurnia Putra;1;11/07/2023 07.20;Bug.;negatif
Didi Suprianto;4;11/07/2023 07.17;👍👍👍;positif
Ades Saputra;1;11/07/2023 07.13;Nda jelas;negatif
Skull 501;5;11/07/2023 06.57;Sedang berpikir;positif
Faqih Ramadhan;1;11/07/2023 06.47;Tidak bermutu;negatif
BINTANG CERIA;5;11/07/2023 06.37;💯;positif
Azka IS;5;11/07/2023 06.20;Lizard man 😎🔥🔥;positif
Thea;1;11/07/2023 06.19;Please buat lo pada yg mau make fitur baru gua saranin jangan , akun gua hampir ilang krn ni fitur , udh banyak korban juga jdi gua saranin jngb deh;negatif
Sultan sakti Ibrahim;1;11/07/2023 06.12;Perbaiki bug text yg bertumpukan saat di scroll, bug nya sangat parah, mengganggu. Terimakasih!!;negatif
Pedagang Keliling;1;11/07/2023 06.06;Pertama kali buka layar langsung bergetar, berkedip sampe tulisan sama foto ga bisa diliat ... 😂🇯🇵😂;negatif
Loddy;5;11/07/2023 05.42;saingan twiter;positif
Wildan Friday;5;11/07/2023 05.37;Kamu nanyaea, yah jelas;positif
Regina Ega;4;11/07/2023 05.27;ga asik ga bisa nyimpen foto/video orang lain;positif
Hendri;4;11/07/2023 05.25;Ada sedikit ngebug saat membuat caption dan kalau bisa bikin algoritma cepat viral usernya, agar makin banyak usernya. Karena manusia ingin dikenal;positif
PEJUANG RECEH;1;11/07/2023 05.20;Banyak bug,, upload foto gak bisa, ngetik hilang sendiri, layar seperti blank gak bisa di scrooll;negatif
Ebel Panglamba;5;11/07/2023 05.19;aplikasi burung udh gk sebagus yg dulu jadi coba yg ini aja;positif
rio herlangga;3;11/07/2023 05.16;Kasih 3 dulu kalo bagus bintang 5;netral
Ulil Absor;1;11/07/2023 05.07;Ahh Masih Enakan Twitter;negatif
Muhammad Alif Gibrand;5;11/07/2023 05.05;apk bagus bgt,klo bsa jangan sampai ad tmpt chat pribadi.biar jadi ciri khas dri apk itu sendiri.;positif
Melissa;5;11/07/2023 04.56;Sangat luar biasa aplikasi ini, saran saya dengan mendaftar akun Ig ke trands tidak perlu semua di riset 💟💟💟;positif
Rakha Azhar;5;11/07/2023 04.46;Tambahin fitur translate;positif
Nada Safarina;1;11/07/2023 04.45;Aplikasi nya eror;negatif
ridwan muhammad;1;11/07/2023 04.37;Banyak bug cok;negatif
Elang Phlv;2;11/07/2023 04.30;Masih ada bug,ketika saya ingin melakukan utas dan menambahkan foto itu tiba tiba force close,tolong segera diperbaiki!!;negatif
YAndy jaaa;1;11/07/2023 04.28;Copy and paste;negatif
Monalisa lala;4;11/07/2023 04.22;NEED TRANSLATE FITUR PLEASE!!;positif
Seffinna Ayu Wulandari;5;11/07/2023 03.57;apk ny bagus;positif
LUTFI GAMING 130;5;11/07/2023 03.53;Baguss bangetttttt🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩;positif
Silent Swordman;5;11/07/2023 03.31;Need translate ok, punya teman dan fans jg dari luar negeri.;positif
Dae imam.elhady;5;11/07/2023 03.30;Cakep...;positif
Hafiizh Jtmco15;5;11/07/2023 03.28;Mirip twit;positif
Syakilla Saskia Amanda;5;11/07/2023 03.10;mwuantepppp cokkkk;positif
Hamdani Firdausz;4;11/07/2023 03.00;Gw tunggu Lo Mark, Duel Sama Mas Elon;positif
Firman Syahputra;5;11/07/2023 02.56;Bagus seperti Twitter;positif
Shofiyyah Sharim;3;11/07/2023 02.56;Bagus sih cuma bug nya aja;netral
Dardiri Dardak;4;11/07/2023 02.45;pengalaman harii kedua setelah unduh threads, masih kurang handal untuk lampirkan foto atau vidio dengan file ukuran besar, belum dikompresi, jadinya gagal terunggah setelah beberapa kali mencoba, hapuslah akhirnya, karena cukup menganggu saat open threads berikutnya. Mungkin ini salah satu yang harus diperbaiki di aplikasi bin sofwarenya. sedangkan hal lainnya belum menemukan, jadi untuk saat awal cukuplah kasih 4 bintang;positif
silvia elvinda;3;11/07/2023 02.29;Toling adakan translate dong;netral
estevania filya;5;11/07/2023 02.11;Tak kasih segini, tp harus diupdate biar tmbah keren ya min;positif
Arinda Lucianna;1;11/07/2023 01.58;Jelek! Nggak bisa kebuka! Ngebug lagi!;negatif
Rizqi Nurhakim;5;11/07/2023 01.50;Mantab.;positif
Yulia Sagala;3;11/07/2023 01.46;Kok video yg sy upload ga keluar suaranya ya?;netral
Desvito Raka;4;11/07/2023 01.43;Mungkin ku kasih 4 dulu ya. Soalnya masih kurang fitur nya, aku ingin bisa buat akun lebih dari satu. Itu aja sih, moga cepet di update lah ya. Semoga apikasi ini sukses 💪;positif
Anak 2;3;11/07/2023 01.38;Kenapa vidio suara nya tidak muncul;netral
Dodo Prayogo;3;11/07/2023 01.19;Download apll ini karena ikutan² aja.;netral
M Arief Al;3;11/07/2023 00.57;Fix the screen glitching bug i think, i'll be back with 5 starts after the bugs fixed;netral
Fitri nuraini;1;11/07/2023 00.54;kok eror? ngelag gitu, tolong diperbaiki;negatif
Eddryan;4;11/07/2023 00.49;Saya masih belum menemukan apa yang khas dari Threads? Saya menyarankan agar ada fitur trending, namun bukan fitur trending biasa. Fitur trending yang bisa tingkat nasional dan tingkat provinsi agar pengguna Threads semakin aktif membahas peristiwa terkini tidak hanya di tingkat nasional tapi juga tingkat provinsi. Selain itu font dan warna font, saya pikir hitamnya terlalu tebal jadi terlalu strong ketika dilihat, pemilihan font nya juga kurang tepat krn terlalu kaku.;positif
Delisha & Milda;1;11/07/2023 00.16;Mending twitter;negatif
Aji Fajri F;5;10/07/2023 23.40;Twitter rungkad;positif
Ikbal Ahmad;5;10/07/2023 23.25;Mantap;positif
Ringgo R;1;10/07/2023 23.21;This app UI on my phone its look like scrambled text, I barely cant use it and this day i've been hacked from turkey.;negatif
Kikim Chappie;5;10/07/2023 23.16;Awesome 😆;positif
Rangs Creators;5;10/07/2023 23.07;Wah, terimakasih telah menciptakan aplikasi Threads! Fitur komunitas yang luar biasa.;positif
Gany XP;5;10/07/2023 22.59;ngikut aja;positif
Adzka Anwaref;5;10/07/2023 22.58;Aplikasi nya sangat bagus sekali terimakasih kepada pihak Instagram yang telah membuat aplikasi ini;positif
Zainul Arif;1;10/07/2023 22.56;crash bgt layarnya kek abis kebanting;negatif
Arie Ekatsu;5;10/07/2023 21.53;so far so good;positif
Гас;3;10/07/2023 21.19;🗿;netral
Nabil Alexander Putra;2;10/07/2023 20.29;Aplikasi yang tidak cocok untuk didownload, banyak bug yang ada seperti tulisan dan gambar ovelapping dengan yang lain.;negatif
Wahyu DL;5;10/07/2023 19.36;Good application;positif
indry ardiani;1;10/07/2023 19.27;punyaku kok ngebug aplikasi nya..;negatif
Doni Todi;5;10/07/2023 18.46;Bagus cuma saya sarankan agar terdapat insight jangkauan seperti Twitter;positif
Alifudin Sepaechar Priyantoro;5;10/07/2023 18.46;Tambahkan seperti di instagram, copas saja, contoh, terjemahan;positif
Dengan Kita Aja Tour & Travel;1;10/07/2023 18.45;Perlu ada fitur insight, edit postingan & Story;negatif
Afgha “Shadows 14” Tsa Nanda;3;10/07/2023 18.24;Sejauh ini cukup bagus. Untuk algoritma feeds mungkin bisa dipertahankan seperti ini tapi dengan mengurangi postingan rekomendasi, lebih utamakan postingan dari akun yang kita follow saja. Untuk yang lainnya mungkin hadirkan juga fitur terjemahan.;netral
Ek 27;2;10/07/2023 18.12;Gk ada fitur translet otomatis;negatif
LIRIK LAGU TREND;5;10/07/2023 17.51;Seruuuu;positif
Analzen Hello;5;10/07/2023 17.42;Tolong buat translate per bahasa ok Yg lain bagus semua;positif
Rahmat Hidayanto;5;10/07/2023 17.40;Mirip banget dengan kakaknya.;positif
Dyn Anggy;3;10/07/2023 17.26;the screen suddenly freezes;netral
tedykazta;5;10/07/2023 17.22;Good luck;positif
Izzati Raisa;1;10/07/2023 17.18;setiap log out sering error gabisa masuk lagi;negatif
Fathur Shelby;5;10/07/2023 16.59;Coba tambahin 1 vitur lagi dah, vitur terjemahan;positif
kimak gaming;1;10/07/2023 16.46;Eror;negatif
Khalid Alhamda V.R;5;10/07/2023 16.44;"Aplikasi baru rilis dan masih tahap pengembangan udah dibilang ""saya telah menemukan beberapa bug di aplikasi threads ini"" Ga semua aplikasi yang baru rilis udah beres semua tol. Pemograman ga semudah itung duit";positif
Isa;4;10/07/2023 16.18;We need translate;positif
Annisa Fitri Yanti;1;10/07/2023 16.05;kenapa tiba tiba suka keluar sendiri;negatif
DIAS EKA NOFRIAN;5;10/07/2023 15.59;Keren;positif
ilham pradipta;1;10/07/2023 15.59;Mon maap ngape gabisa upload video nih, kualitas nya terlalu tinggi kah?;negatif
lamsi green;3;10/07/2023 15.57;tidak bisa batalkan upload video;netral
Niko Satrio Pamungkas;1;10/07/2023 15.55;Viva Elon Musk🔥🔥🔥🔥;negatif
Dira Hulliyya;1;10/07/2023 15.54;Threadsnya bagus tapi datanya terlalu terbuka tolong buatkan tombol hapus akun di threads;negatif
Mobile Game;3;10/07/2023 15.44;Coba ada fitur berbagi postingan lama Instagram ke sini pasti enak tuh;netral
03_Â_一二;1;10/07/2023 15.28;Ngebug;negatif
ajstignwn;5;10/07/2023 15.22;keren banget yang pasti gratis;positif
habib kurniawan;5;10/07/2023 15.11;Elon??;positif
Brian Heaven;4;10/07/2023 15.01;Tolong tambah in trending topiknya dong;positif
Arbi Saputra Channel;5;10/07/2023 14.47;Keren;positif
Fauzan Zan;3;10/07/2023 14.42;Belum ada fitur translate;netral
RICHARD GAMERZ;1;10/07/2023 14.41;Aplikasi banyak bug syaa scrolll scroll postinganya jadi double tertimbun gitu;negatif
Rielita Prasethio;2;10/07/2023 14.36;Bug parah banget. Mau upload photo ga bisa nge forceclose sendiri -.- sampe lelah nyoba lagi nya;negatif
Naura Novalia;4;10/07/2023 14.33;Mantab, saran saya dikasih terjemahan kak😉;positif
kusumatirta;2;10/07/2023 14.32;Banyak bug, trus apk nya ngga mulus masih banyak yg patah patah..;negatif
Wahyu Siahaan;5;10/07/2023 14.30;Beruntung bat bisa download sebelum 10m;positif
Muhammad Fadillah;5;10/07/2023 14.27;Oh ini theards;positif
Ika Lestari;4;10/07/2023 14.21;Aplikasi nya udah bagus,tapi kalau bisa ditambahin fitur translate Soalnya saya jadi bingung kalau bias saya posting pakai bahasa korea tapi saya kagak ngerti.;positif
Juslan Zariko;4;10/07/2023 14.17;Ok semoga aplikasi ini gada bug;positif
Mas Nikholas;1;10/07/2023 14.10;Kenapa ini kok postingan nya error semua;negatif
Eky Hafizar;2;10/07/2023 14.10;Aplikasinya kaya banyak bayangnya.. Di hapus terus Download lagi masi laya gitu;negatif
Qiara Hasna;4;10/07/2023 14.09;Bagus banget tp tidak ada translate nya jadi susah harus pakai manual;positif
Khairul Mutawakil;5;10/07/2023 14.09;👍👍👍;positif
Febrian F.K;3;10/07/2023 14.04;3 bintang dulu soalnya minim fitur, masih jauh untuk bersaing dengan twitter....;netral
Atshilla Fatih ibrahim;2;10/07/2023 13.58;Promise i will update my rating when it's done. So, my problem is when i want to upload or post with photo suddenly force close, i restart my phone but it still. Hopefully you read and fix this quickly;negatif
Jesyca Anjungan;2;10/07/2023 13.46;Padahal apl ny mau aku apus tapi kok gak bisa ke hapus sih njir??!!;negatif
