userName;score;content;label
Lisdawati Yonita Yulianes;4;Tolong ditambahkan agar bisa ngesave foto yang di share sama temen2 di thread, biar tidak usah screenshot lagi, terimakasih semoga diterima;positif
Pedagang Keliling;1;Pertama kali buka layar langsung bergetar, berkedip sampe tulisan sama foto ga bisa diliat ... 😂🇯🇵😂;negatif
Ai Aprilia04;4;Not bad sejauh ini, bug wajar sih mungkin karena baru launching.. kedepannya perbaiki aja min, good job;positif
Nani Setiani;3;Semenjak ada Threads, instagram error karena ada BUG nya. Tolong lebih diperbaiki lagi sistemnya;netral
ajib;4;udah bagus cuma kurang fitur translate nya, so please adain fitur translate. butuh bangett!;positif
17 I Nyoman Brahmanta Murti Priyangga;5;Aplikasinya simple, familiar, dan menarik 👌👌, mungkin untuk saran nanti bisa ada hastagnya....;positif
pangeran bertopeng;2;Bagus, cuma untuk notif follower ketika lebih dari 100 notifnya bakal numpuk, ini sangat menggagu ketika saya mau follback tapi tidak bisa melihat siapa yang follow saya, mohon segera di perbaiki;negatif
frozainter 21;4;Bagus semua cuma ada beberapa bug yang harus dibenahi kalo bisa scrol nya kebawah jangan keatas buat yang mode gelap nya gaada mode gelap ngikutin mode di hp;positif
Rieny Octavianty;5;Aplikasi baru yang pasti di buka tiap waktu ,, connect ke instagram jadi gak perlu repot cari teman ,, nice 👍;positif
Telur Gulung;2;"Masih banyak bug, ketika buka aplikasi malah jadi error ketika discroll/ pencet icon gambar bertumpuk""";negatif
Fabian Hernanda;5;Tanpa Twitter Pindahkan Threads Terima Kasih;positif
Darell Tedri Raditiya;5;bagus, mirip mirip lah sama twitter, bedanya di sini centang biru ga harus bayar, ga perlu berlangganan kayak netflix;positif
Muhammad furqon Alfatih;5;tolong tambahkan terjemahan secara otomatis kami sangat butuh itu, terimakasih threads.;positif
Ghiyats Shofiyyullah;3;Mungkin untuk kedepannya tambahkan fitur simpan foto/video agar orang orang mudah untuk menyimpat postingan orang lain;netral
yulius arafat;5;keren sih, smp saat ini tanpa eror;positif
Aldi Mulyawan;5;aplikaai keren tampilan cool banget;positif
Zulfi;5;tolong di tingkatkan soal penilaya nya;positif
Jihan Arif Fatimah;5;"bagus n seruu, tp knp threads sy ngelag tbtb ya. ""ada masalah, coba lagi"" gtu trs dri tdi siang pdhl awalnya normal n bisa dipake";positif
IN GUNDAM WE TRUST;1;Aplikasi paling gak guna! overtracking produk sampahhh dari meta!;negatif
sofia juniaty;2;Bagus tapi sayangnya di lokasi saya selalu tulisannya bertumpuk jadi saya tidak bisa membacanya tolong diperbaiki🙏;negatif
Zahra Nur Aulia;4;saran dari aku,tolong tambahin Fitur translate aja sih karna suka bingung klo artis luar negri update suka pke bahasa asing;positif
Deddy Bossque;2;Tolong untuk lencana threads yang gak sengaja ke hapus dimunculkan lagi donk, saya udah coba cara apa aja ttp aja gabisa munculin lencana yg ke hapuss;negatif
Ranti Ran;4;Gak terlalu bagus, gak terlalu buruk juga. Saya cuman mau minta saran, tolong tambahkan fitur translate dan fitur DM🙏;positif
Samsul Efendi;1;login pake akun ig tp ttep masukin username + sandi, lah ig gw login pake fb gmn ada sandinya?? aplikasi gk berguna syekali;negatif
Raden Djulhadi Joestar;1;Memuakkan, lebih baik ditutup aja sih, udah cukup Instagram doang.;negatif
Galih Prasojo;1;Seharusnya beranda yang di ikut bukan nya random postingan nya dan di bawahnya tulisan ada terjemahannya mode dark tidak ada;negatif
Biji Pepaya;5;Lebih mantap lah daripada apk sebelah banyak downgrade nya, lebih bagus dan rapi;positif
Aulia A;3;Kok setelah di update, tab mengikutinya jadi hilang....;netral
Haikal Azaim;4;Tambahkan fitur penyimpanan utas, selebihnya sudah bagus;positif
Adit Fatrya;1;Gara-gara install ini aplikasi beranda IG saya jadi ikutan urut waktu, sama sekali gak suka!! Tolong kembalikan beranda IG saya ke postingan populer;negatif
Judan;4;tolong tambahkan fitur tranding, supaya kami tidak ketinggalan informasi yang sedang hangat;positif
Binner Kuswandi;1;Tidak bisa edit foto, video, dan di komentar tidak ada fitur terjemahan;negatif
Muhammad yamam Assidiq;3;Masih enakkan twitter, bisa simpan foto ke galeri langsung gak harus salin link.;netral
Muchamad Munawir Asyari;2;Sudah bagus, namun ukuran aplikasi ini terlalu besar dan masih sering terjadi bug;negatif
Frederikus 09;1;Kok malah gk bisa login lagi, pas login selalu valid 😪;negatif
ENVIURY only;1;Ga work di android 9 ke bawah (estimasi terjadinya bug gede banget);negatif
Rizky Padenggan Pane;3;Tolong tambah fitur trending ,dan memang harus ada pembatasan karakter postingan sperti twitter jaman dulu, dan bisa pilih trending berdasarkan lokasi;netral
andre arthur;5;Apk yg menarik yg bilang suka forced closed dll mungkin hpnya blm Android 11 keatas saya pake 2 hp... Android 11 & Android 13 lancar2 aja 😅;positif
Dika Reza;3;"Lumayan bagus, cuma untuk post/komen ""gambar/video"" tolong kasih fitur simpan yah.";netral
Dimas Putra;5;Mantap sekali aplikasi threads Instagram nya 👍🔥;positif
Rafi Raditya;4;Bagus sih, cuman masih ada bug ya, setiap saya mau upload dengan foto/video pasti akan selalu keluar secara paksa;positif
Danil Jabbar;1;Instagram jadi banyak opsi pengaturan, Theme chat hilang, tdk bisa dipakai.;negatif
Eko Saripudin;1;App masih sering terhenti, tolong diperbaiki. Threads harusnya ada fitur trending topik juga dong.;negatif
Syuri Syu;1;"Kalau ini apk bisa ngehasilin duit dan banyak spender, gue instal lagi, soalnya menuh""in memori doang.";negatif
Lily lily;1;Pas awal² pake threads kayaknya baik-baik aja deh, tapi kok seminggu kemudian tiba-tiba akun threads nya gabisa di pake ya?pake ada tulisan 'pemilik akun mungkin telah mengubah kata sandi tersebut ' maksutnya gimana sii?jelas jelas sandinya ga aku gantii. Gatau juga cara biar bisa masuk lagi gimana, mau hapus apk nya juga takut akun ig hilang. Tolong deh yaa kembaliin akun threads kuu;negatif
Tania Gultom;3;Aplikasi nya bagus, tapi tidak ada terjemahan nya. kalau boleh, terjemahan nya di buat. makasih;netral
AINUR ROSID;4;Tapi sayang gak bisa nyimpen video, tidak seperti ig;positif
Rafa Demas Dinata;3;tolong segera beri fitur menyimpan gambar, fitur translate, fitur trends for you (#) segera🥹🥹;netral
Wiwid Moshi;1;Bad.. lencana dah dihapus dari instagram tp masih muncul-muncul aja..;negatif
Agung Prabowo;2;Untuk upload foto atau fidio sering keluar sendiri di aplikasi Threads tolong di perbaiki lagi soalnya aplikasi ini baru locing aku pun baru bikin akun threads;negatif
shinta jeans;3;gabisa di scroll kalo nulis narasi, video kadang gaada suaranya;netral
Nadia Ayu Christanty;5;Fitur apk nya sangat bagus dan menarik cocok buat bikin kata²motivasi inspirasi deh, mantappun jiwa;positif
Ariesht;2;kenapa kalau sudah dihapus apk nya, diprofil INSTAGRAM tetep ada logo threads dan nomor nya 😖👎🏻👎🏻;negatif
Fajar Aulia;5;Aplikasi nya sangat bgs dan bs menyaingi aplikasi yg serupa lainnyn;positif
Purwa Bin Rawit Ngadinyo;1;Aku masih nggk paham... apa Instagram kira hapus..m beralih ke treads bisa efisien;negatif
Sulthan Mujahid;2;Ini gmn dah, padahal gk pernah sama sekali ngubah sandi akun. Tapi di bilang mengganti akun. Jadi nya gk bisa masuk;negatif
KR27;5;Masih fresh sih , belum banyak fitur di kembangkan , mudahan lebih ramai seperti burung buru.;positif
Akerra San;1;Enakkan Twitter masih bisa bebas berpendapat, percuma post kalau di batasi kebebasan berpendapat. Fitur yg memang gak mungkin didapatkan di apk ini dan hanya dimiliki Twitter hehe;negatif
Buxb Anim;5;Halo, appnya bagus lancar g lag, tapi ada brp yg temen gw temukan yaitu postingnya seperti tertimpa timpa dengan postingan lain mohon di fix.;positif
KageYUUKI Diinz;1;gak suka bgtt, ini app udah 3x nge-update sendirii.. padahal gak setting update otomatis..;negatif
Mhd Alfarabi;1;Sering force close padahal saya ga ngapain ngapain cuma scroll doang, dan juga tolong tambah fitur dark modenya karna light mode ga cocok sama saya;negatif
Asyraf Naufal;4;Tambahin fitur hashtagnya, gabisa filter pemilihan fotod galeri, jadi kalo mau upload foto lama harus scroll dulu kebawah;positif
Zalfandi 987;5;Untuk pihak meta tolong tambahkan fitur simpan foto dan fitur translate terimakasih sudah membuat aplikasi ini;positif
Al Hafizh;3;Belum bisa save foto dari postingan. Kalo perlu juga bisa save video dari postingan akun lain.;netral
Llyyouu `r;5;Tingkatan lagi kalau bisa jangan ke hubung sama Ig usernamenya, terusnya tampilannya jangan terlalu Twitter kasih kesan yang lebih beda dari Twitter . Semoga berjaya;positif
Ridho Projects;2;Profil gak ad dan gak bisa masang profil, sudah ganti tapi tetep gak muncul profilny Masih banyak bug;negatif
Lord Muhaemin;2;Wadaw kren Bagus aja sih cuman masih ada bug sama kudu di tambahin hal lain, ya wajar lah orang apk baru rilis/lahir 🙂;negatif
MIA ANGGRENI 33;5;Bagus banget app nya, tapi kurang fitur translate, saya sampai bolak balik google buat nerjemahin bahasa bahasa bujang ensiti;positif
Arfian NPC;3;Secara menyeluruh memang sudah bagus, yah namanya juga aplikasi baru rilis, jadi banyak yang harus dikembangkan.;netral
Ardhan Febriansyah;3;Belum bisa menemukan hal menarik dari aplikasi ini;netral
sugeng yuda;5;Aplikasinya bagus banget mirip kayak Twitter,tapi nanti tambahin fitur hashtag,multi akun dong makasih 🙏🏻:D;positif
Krisna Caniago;4;Lumayan bagus, kedepannya harus bisa bikin akun sendiri tanpa harus terhubung ke ig;positif
Kholid Nur;2;Kok di scroll tulisannya membayang ya? Sedangkan instagram fb Google YT lancar2 aja. Tolong diperbaiki;negatif
Anugrah Rizki Arman;5;Banyak yang bilang bug itulah itulah, sebenarnya gada sih, kayaknya hp kalian aja yang ketinggalan zaman 🤠;positif
Irfan Abdillah;5;sejauh ini masih aman;positif
Daffa Satria;4;bintang empat duluu, saya mendapatkan bug saat saya ingin meng upload gambar, tiba tiba keluar apk/crash;positif
Aan Riswanto Febriyana;3;Tolong kembalikan lencana thread saya di Instagram😭😭 tolong banget saya butuh itu😭😭;netral
dwiyan priana;2;Kek nya masih awal² soalnya setiap mau upload foto keluar² mulu kesel guaa.... Gak kaya yang lain pada bisa kenapa yaa kasih solusi dong minnn....;negatif
BeShoutZ1;4;Saat saya membuka Threads terjadi bug seperti glitch saat loading. Tolong difix ya soalnya mau coba pake Threads :).;positif
Uraa. Chan;1;Tolong akun yang saya tautkan pada threads. Saya tidak bisa membukanya Instagram, dan selalu keluar terus menerus 😔😔 saya kecewa padahal terlihat bagus;negatif
Aqrent.;4;Awalnya bikin bingung, tolong tambahin fitur translate. Semoga kedepannya lebih baik ya & Terima kasih🥰;positif
Nurfadilahni'mah Putri;2;blm ada fitur translate, crop, trs save, kalau bisa cari cara agar kalau mau hps akun threads akun ig juga tdk ikut terhapus permanen, karna saya login menggunakan 2 akun ig mau hps salah satunya di akun threads tdk bisa 🙏🏻;negatif
Fredy Lolong Jr.;5;̶S̶u̶d̶a̶h̶ ̶m̶n̶t̶p̶ ̶s̶i̶h̶,̶ ̶c̶u̶m̶a̶n̶ ̶k̶a̶l̶a̶u̶ ̶s̶a̶y̶a̶ ̶z̶o̶o̶m̶ ̶g̶a̶m̶b̶a̶r̶n̶y̶a̶ ̶a̶j̶a̶ ̶s̶e̶l̶a̶l̶u̶ ̶o̶t̶o̶m̶a̶t̶i̶s̶ ̶d̶i̶ ̶z̶o̶o̶m̶ ̶o̶u̶t̶ ̶p̶a̶s̶ ̶z̶o̶o̶m̶ ̶i̶n̶ ̶n̶y̶a̶ Oke udah mntp betul sekarang, zoom in sekarang tidak otomatis ter zoom out 👍.;positif
Andi Santoso;2;Apk sangat mudah;negatif
Amelia Dwi Rosianti;5;udah bagus kok aplikasi nya, cuman gak ada translate. Coba di tambah penerjemah pasti akan lebih bagus;positif
Can Tia;5;Masih awal percobaan, sejauh ini lancar. Semoga di masa depan semakin banyak kemudahan fitur.;positif
Hikmal “iK”;1;1 dulu ya bang Zubreker. Karena belum optimal aja sih sama ada beberapa bug yg terjadi;negatif
Juniharta Giri;1;Padahal fiturnya ok, tapi kenapa gabisa singkron antara Instagram dan Threads malah ada yang logout baru buka salah satunya;negatif
Fathan Nashar Pakaya;2;Plis terdapat kendala pada saat melihat following tapi tak bisa dilihat dan hanya bisa di restart secara berulang ulang;negatif
M. Ariq;4;Akan lebih menarik kalau bisa mendukung split screen, jadi bisa nonton Youtube sambil buka Threads juga :);positif
Ayattullah Khomaini;4;Overall bagus cuma perlu ditambahin fitur biar bisa liat post dari orang yang kita follow aja sama sih tampilin jumlah orang yang kita ikuti.;positif
Muhammad Rafli;3;Terlalu Random isi beranda, tolong dong yg dimunculkan hanya yg difollow saja. Ini semua genre masuk🥴;netral
Dery Titik;5;APLIKASI SIMPEL DAN MUDAH DI NIKMATI ❤;positif
Aisha Sadira Pratama;3;Saya saja baru download semalam tiba tiba app nya logout sendiri tolong untuk diperbaiki ya;netral
Oppo A5;5;Pengen tau banyak tentang threads.. download dulu lalu follow aku di threads maka kamu akan tau.. Dari utas ku aja udah bisa kamu tebak tanpa harus menjelaskan tentang penilaian threads.👍;positif
Naufal Aufa;5;Bagus banget, dan kekurangan nya cuma ga bisa multi akun, jadi bisa nya cuma login 1 akun saja🥲 ga bisa 2 atau 3 akun..;positif
zario babe;5;well, bagus sih apk nya. tp tolong ditingkatin lagi, suka ngelagg, terus jarak antara love sama komentarnya kedeketan pls;positif
Dwi Fatimah;1;Membungkam kebenaran;negatif
ITS` Julia;1;Lokasi saya ada di Kalsel, tapi pas say login ada notifikasi dari Instagram bahwa saya login lokasi nya di Kalimantan Utara, tolong di perbaiki👎;negatif
Fasya F;4;Maaf sya kasih bintang 4 menurut sya si apk ny udh bguss cman kurang ad ny translate ny aj cman itu doang si ke kurang an ny selebihnya udh bguss ko🙏🙏;positif
Drama Netizen;1;Tambahin fitur hastag, trending, sama terjemahan dong;negatif
Candra Satyawati;2;aplikasi nya lumayan bagus tp tolong ditingkatkan yaa agar semua orang nyaman menggunakan nya semangat Developer;negatif
Bang Gunawan;1;Twitter is still better. Threads ini isinya cuman artis dan selebgram caper yang haus engangement, selebihnya gak ada yang bagus dari aplikasi ini.;negatif
Retno Wulandari;3;Baru mau coba,,tapi kenapa ga ada translate'a,,jadi susah nih,,kalau bisa di tambahkan translate jadi orang2 bisa mengerti;netral
Ngondek is real;5;Aplikasinya bagus dan untuk Elon dan Zuckerberg infokan yang menang siapa dan maklum kalo masih sedikit fitur karena masih dalam pengembangan atau masih aplikasi baru;positif
syahrill game;4;sering bug sering banget setiap buka pasti bug gitu, saran gitu bisa hapus akun tanpa harus hapus akun ig;positif
Ria Murtiyana;2;Baru download treads pas masuk pake akun ig, karena lupa P.s Gada keterangan rubah P.s Yaudah gue hapus lagi yah..;negatif
Hamid Badhawi;2;Saran Feature Tambahkan tombol navigasi terjemahan untuk memudahkan pengguna dari negara luar bahasa;negatif
Yuda Saputra;5;Keren lanjay banget di hp saya ga ada masalah dan kendala. Terus tingkatkan lagi biar aplikasi sebelah tersaingi hahaha;positif
Fahriyah Vina;1;Knpa ig saya jadinya nge bug, tolong ya klo apk ini mengganggu penggunaan instagram, mnding di hapus aja.;negatif
Dzakiyah Talita Sakhi;5;Bagusss tpiii cuman dikit fotonya roseee di aplikasi iniii,;positif
Prince Yadhi Purnama Official;5;Kalau ada DarkMode pasti bagus!;positif
Agi Sri Jati Ningsih;4;Kekurangannya adalah tidak ada fitur translate, harusnya adaa dan wajib adaa.;positif
Alvin Gultom;5;bagus saya ga main twitter karna ribet tapi suka aplikasi ini karna simpel semoga aja kedepan nya ga banyak perubahan;positif
21-PRINUS AL-HAKIM;5;Apk ini sangat bagus, semoga update tambahin fitur penterjemah agar bisa membaca bahasa asing dari negara lain;positif
Marhamatul Aini;5;"kalau bisa sih ada bagian mengikuti di menu beranda nya kyk di Tw***er, soalnya saya cuma mau liat postingan org"" yg saya follow🙏🏻";positif
Hfiiz Sugihardjo;5;Kalau bisa, ditambahkan untuk fitur penerjemah agar memudahkan pengguna Threads. Thankyou;positif
Ogie Asmawijaya;1;Pas diinstal trsu dibuka aplikasinya trs eror, berbayang, bergetar, goyang, ...mungkin masih ada BUG;negatif
candhra;1;tidak dapat di install, tolong perbaikan nya;negatif
Reza Wijaya.S;4;fitur suara jangan hidup mati hidup mati cape pencetnya kakak;positif
Ora Gg;4;Kekurangannya tidak ada topik trending #;positif
pik cahyanti;3;Masih blm ada fitur terjemahan, dan lencana threads di ig harus bisa diatur;netral
Eko Kurniawan;1;Ada bug, pas dibuka tiba tiba layar kek bergaris semua Tolong diperhatikan dan diperbaiki;negatif
Rendi Purwanto;4;masih ada bug saat ingin membuat threads seperti upload foto bisa keluar sendiri dari aplikasi;positif
Emy Emy;4;Setelah di perbarui ko malah gk bisa menampilkan berita terbaru tolong segera di perhatikan dan sangat lambat / lelet;positif
Mbah kismo;5;Selama pemakaian aplikasi ini dari batre 65% turun jadi 35% boros sekali mohon di perbaiki bug nya.;positif
sindi tiara dewi;4;mau kasih saran nih kasih translate/terjemahan buat yang kek bahasa Korea atau Inggris, buat orang yang gk tau bahasanya di update lagi, biar bnyak yang dowload. terimakasih;positif
Natasha Regiena c;4;Bagus siih tapi tolong ya buat threads bhasanya tolong di transletein soalnya ga ngerti bahasa lain kayak bahasa china di translete bahasa indo;positif
Amelia Putri;3;Oke aja karna baru lahir,tpi masa nyimpen datanya banyakk bgt ada sensitif ya sih, agak bingung juga saya makenya kok mirip banget sama burung biru, ga bisa buat acc sec kah?;netral
